,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName_Yes,HasName_No,Age_in_Months,Colors,Breeds
14083,Adoption,0,0,1,0,0,0,1,1,0,48.0,BiColor,Purebreed
14084,Adoption,0,0,1,0,0,0,1,1,0,24.0,Brown Brindle,Mix
14085,Transfer,0,0,0,1,0,0,1,1,0,96.0,Tan,Mix
14086,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14087,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
14088,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
14089,Transfer,0,0,1,0,0,0,1,1,0,60.0,BiColor,Hybrid
14090,Euthanasia,1,0,0,0,0,0,1,0,1,36.0,BiColor,Mix
14091,Transfer,0,0,1,0,0,0,1,1,0,72.0,BiColor,Purebreed
14092,Adoption,0,0,0,1,0,0,1,1,0,120.0,BiColor,Mix
14093,Adoption,0,0,1,0,0,1,0,1,0,1.0,Tabby,Mix
14094,Return_to_owner,0,0,1,0,0,1,0,1,0,24.0,BiColor,Mix
14095,Adoption,0,0,0,1,0,0,1,1,0,4.0,BiColor,Hybrid
14096,Adoption,0,0,1,0,0,0,1,1,0,72.0,Tan,Mix
14097,Transfer,0,0,0,0,1,1,0,0,1,12.0,BiColor,Mix
14098,Return_to_owner,1,0,0,0,0,0,1,1,0,120.0,BiColor,Hybrid
14099,Adoption,0,0,0,1,0,1,0,0,1,2.0,BiColor,Mix
14100,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
14101,Transfer,0,0,1,0,0,0,1,0,1,24.0,Chocolate,Hybrid
14102,Transfer,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
14103,Transfer,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14104,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14105,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Hybrid
14106,Adoption,0,0,1,0,0,0,1,1,0,1.0,Cream,Mix
14107,Adoption,0,0,0,1,0,1,0,1,0,5.0,Black,Mix
14108,Adoption,0,0,1,0,0,1,0,1,0,72.0,BiColor,Mix
14109,Adoption,0,0,0,1,0,1,0,0,1,2.0,Tabby,Mix
14110,Adoption,0,0,0,1,0,1,0,1,0,5.0,Tabby,Mix
14111,Died,1,0,0,0,0,1,0,0,1,0.0,Other,Mix
14112,Transfer,0,0,0,0,1,1,0,0,1,24.0,BiColor,Mix
14113,Return_to_owner,0,0,0,1,0,0,1,1,0,120.0,Tricolor,Mix
14114,Adoption,0,0,0,1,0,0,1,1,0,72.0,Tricolor,Mix
14115,Euthanasia,1,0,0,0,0,0,1,1,0,96.0,BiColor,Mix
14116,Adoption,0,0,0,1,0,0,1,1,0,3.0,Other,Mix
14117,Adoption,0,0,1,0,0,1,0,0,1,2.0,Other,Mix
14118,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14119,Return_to_owner,0,0,0,1,0,0,1,1,0,180.0,Other,Mix
14120,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
14121,Adoption,0,0,1,0,0,0,1,0,1,2.0,Black,Mix
14122,Return_to_owner,0,0,0,1,0,0,1,1,0,84.0,BiColor,Purebreed
14123,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14124,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
14125,Adoption,0,0,0,1,0,1,0,1,0,1.0,BiColor,Mix
14126,Return_to_owner,0,0,1,0,0,0,1,1,0,5.0,BiColor,Mix
14127,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
14128,Transfer,0,0,1,0,0,1,0,1,0,24.0,Black,Mix
14129,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
14130,Return_to_owner,0,0,0,1,0,1,0,1,0,168.0,BiColor,Mix
14131,Adoption,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
14132,Adoption,0,0,1,0,0,0,1,1,0,8.0,White,Mix
14133,Transfer,0,0,1,0,0,0,1,0,1,48.0,Other,Mix
14134,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
14135,Return_to_owner,0,0,0,1,0,0,1,0,1,60.0,Tricolor,Mix
14136,Transfer,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
14137,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
14138,Return_to_owner,1,0,0,0,0,0,1,1,0,2.0,BiColor,Purebreed
14139,Adoption,0,0,0,1,0,1,0,1,0,4.0,Black,Mix
14140,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
14141,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Mix
14142,Transfer,0,0,1,0,0,0,1,1,0,7.0,BiColor,Mix
14143,Adoption,0,0,1,0,0,0,1,1,0,24.0,Brown,Mix
14144,Transfer,0,1,0,0,0,0,1,0,1,8.0,BiColor,Mix
14145,Adoption,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
14146,Adoption,0,0,0,1,0,1,0,1,0,3.0,Torbie,Mix
14147,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14148,Adoption,0,0,1,0,0,1,0,1,0,4.0,Tabby,Mix
14149,Transfer,0,0,0,1,0,1,0,0,1,3.0,Tabby,Mix
14150,Adoption,0,0,1,0,0,1,0,1,0,4.0,Black,Mix
14151,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14152,Transfer,0,1,0,0,0,1,0,0,1,0.5,Tabby,Mix
14153,Transfer,1,0,0,0,0,0,1,1,0,3.0,BiColor,Mix
14154,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,Yellow,Mix
14155,Adoption,0,0,1,0,0,0,1,0,1,12.0,BiColor,Mix
14156,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Hybrid
14157,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,BiColor,Mix
14158,Transfer,0,0,1,0,0,0,1,1,0,5.0,Tricolor,Mix
14159,Adoption,0,0,1,0,0,1,0,1,0,4.0,Tabby,Mix
14160,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,Blue,Mix
14161,Transfer,1,0,0,0,0,0,1,1,0,4.0,Buff,Purebreed
14162,Return_to_owner,0,1,0,0,0,0,1,1,0,24.0,Black,Mix
14163,Transfer,1,0,0,0,0,0,1,1,0,12.0,Red,Mix
14164,Transfer,0,0,0,1,0,1,0,1,0,36.0,Torbie,Mix
14165,Adoption,0,0,0,1,0,1,0,1,0,84.0,Torbie,Mix
14166,Transfer,1,0,0,0,0,0,1,1,0,36.0,Brown,Mix
14167,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Hybrid
14168,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
14169,Adoption,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
14170,Return_to_owner,0,0,0,1,0,0,1,1,0,11.0,BiColor,Mix
14171,Transfer,1,0,0,0,0,1,0,0,1,24.0,Torbie,Mix
14172,Adoption,0,0,1,0,0,1,0,1,0,120.0,Tabby,Mix
14173,Adoption,0,0,1,0,0,0,1,1,0,12.0,Tricolor,Hybrid
14174,Adoption,0,0,1,0,0,0,1,1,0,60.0,BiColor,Hybrid
14175,Transfer,0,1,0,0,0,0,1,1,0,96.0,BiColor,Purebreed
14176,Adoption,0,0,0,1,0,0,1,1,0,108.0,BiColor,Hybrid
14177,Transfer,1,0,0,0,0,1,0,0,1,0.75,Black,Mix
14178,Transfer,0,0,1,0,0,0,1,1,0,2.0,Red,Mix
14179,Adoption,0,0,0,1,0,1,0,1,0,5.0,Tortie,Mix
14180,Adoption,0,0,0,1,0,0,1,1,0,84.0,Tricolor,Mix
14181,Transfer,0,0,0,1,0,0,1,0,1,2.0,Brown,Hybrid
14182,Adoption,0,0,1,0,0,0,1,0,1,36.0,Other,Mix
14183,Adoption,0,0,1,0,0,1,0,0,1,2.0,Black,Mix
14184,Return_to_owner,1,0,0,0,0,0,1,1,0,24.0,Tricolor,Purebreed
14185,Transfer,0,0,1,0,0,0,1,0,1,108.0,Yellow,Mix
14186,Transfer,1,0,0,0,0,1,0,0,1,0.5,Calico,Mix
14187,Adoption,0,0,0,1,0,0,1,1,0,60.0,BiColor,Hybrid
14188,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
14189,Adoption,0,0,1,0,0,1,0,1,0,3.0,Tabby,Purebreed
14190,Adoption,0,0,1,0,0,0,1,1,0,4.0,BiColor,Mix
14191,Adoption,0,0,1,0,0,0,1,0,1,12.0,Red,Hybrid
14192,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
14193,Transfer,0,1,0,0,0,1,0,0,1,24.0,Tabby,Mix
14194,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
14195,Adoption,0,0,1,0,0,1,0,1,0,2.0,Blue,Mix
14196,Transfer,0,0,0,0,1,1,0,0,1,0.0,Tabby,Mix
14197,Adoption,0,0,1,0,0,0,1,1,0,8.0,Brown,Hybrid
14198,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
14199,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,BiColor,Hybrid
14200,Transfer,1,0,0,0,0,0,1,0,1,5.0,White,Mix
14201,Adoption,0,0,0,1,0,0,1,1,0,24.0,Black,Hybrid
14202,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
14203,Adoption,0,0,0,1,0,1,0,1,0,2.0,Calico,Mix
14204,Transfer,0,1,0,0,0,0,1,0,1,1.0,BiColor,Mix
14205,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
14206,Transfer,0,0,1,0,0,1,0,1,0,48.0,BiColor,Mix
14207,Adoption,0,0,1,0,0,0,1,1,0,5.0,BiColor,Mix
14208,Adoption,0,0,0,1,0,1,0,1,0,84.0,Calico,Mix
14209,Adoption,0,0,1,0,0,0,1,0,1,12.0,White,Mix
14210,Adoption,0,0,1,0,0,0,1,1,0,1.0,BiColor,Mix
14211,Euthanasia,0,0,0,1,0,1,0,0,1,24.0,Other,Mix
14212,Transfer,0,0,0,1,0,1,0,1,0,3.0,Torbie,Mix
14213,Transfer,1,0,0,0,0,1,0,0,1,1.0,BiColor,Mix
14214,Transfer,0,1,0,0,0,1,0,0,1,72.0,Tabby,Mix
14215,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
14216,Adoption,0,0,1,0,0,0,1,1,0,6.0,BiColor,Hybrid
14217,Return_to_owner,0,1,0,0,0,0,1,1,0,5.0,BiColor,Purebreed
14218,Return_to_owner,0,1,0,0,0,0,1,1,0,24.0,BiColor,Hybrid
14219,Transfer,0,1,0,0,0,1,0,0,1,0.25,BiColor,Mix
14220,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
14221,Euthanasia,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
14222,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
14223,Adoption,0,0,1,0,0,1,0,1,0,4.0,Tabby,Mix
14224,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
14225,Died,1,0,0,0,0,1,0,1,0,3.0,BiColor,Mix
14226,Adoption,0,0,1,0,0,0,1,1,0,5.0,BiColor,Mix
14227,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Sable,Purebreed
14228,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
14229,Adoption,0,0,0,1,0,1,0,1,0,2.0,Torbie,Mix
14230,Adoption,0,0,0,1,0,0,1,1,0,8.0,Black,Mix
14231,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
14232,Transfer,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14233,Transfer,0,1,0,0,0,1,0,0,1,1.0,Tabby,Mix
14234,Adoption,1,0,0,0,0,0,1,1,0,9.0,BiColor,Hybrid
14235,Return_to_owner,0,0,0,1,0,1,0,1,0,216.0,Tabby,Mix
14236,Transfer,1,0,0,0,0,1,0,1,0,1.0,Tortie,Mix
14237,Transfer,0,0,0,1,0,1,0,1,0,9.0,Tortie,Mix
14238,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14239,Transfer,0,0,0,1,0,1,0,1,0,24.0,BiColor,Hybrid
14240,Return_to_owner,0,0,1,0,0,0,1,1,0,7.0,BiColor,Mix
14241,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,Other,Mix
14242,Transfer,0,1,0,0,0,1,0,0,1,5.0,BiColor,Mix
14243,Return_to_owner,0,1,0,0,0,0,1,1,0,36.0,BiColor,Mix
14244,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14245,Adoption,0,0,1,0,0,0,1,1,0,156.0,BiColor,Mix
14246,Adoption,0,1,0,0,0,1,0,1,0,2.0,BiColor,Mix
14247,Euthanasia,0,0,0,0,1,1,0,0,1,12.0,Black,Mix
14248,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,Tricolor,Hybrid
14249,Transfer,1,0,0,0,0,1,0,1,0,0.5,Tabby,Mix
14250,Transfer,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
14251,Adoption,0,0,0,1,0,1,0,1,0,120.0,Tabby,Mix
14252,Transfer,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
14253,Transfer,0,0,1,0,0,1,0,1,0,36.0,Black,Mix
14254,Transfer,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
14255,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Hybrid
14256,Transfer,0,0,0,1,0,1,0,1,0,24.0,Black,Mix
14257,Adoption,0,0,0,1,0,1,0,1,0,120.0,Other,Mix
14258,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14259,Transfer,0,1,0,0,0,1,0,0,1,0.5,BiColor,Mix
14260,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14261,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14262,Transfer,1,0,0,0,0,1,0,0,1,4.0,Tabby,Mix
14263,Adoption,0,0,1,0,0,0,1,1,0,5.0,Black,Mix
14264,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,Brown Brindle,Hybrid
14265,Transfer,1,0,0,0,0,1,0,0,1,1.0,BiColor,Mix
14266,Adoption,0,0,1,0,0,1,0,1,0,6.0,BiColor,Mix
14267,Transfer,1,0,0,0,0,1,0,0,1,0.75,Other,Mix
14268,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
14269,Adoption,0,0,1,0,0,0,1,1,0,12.0,Tricolor,Hybrid
14270,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14271,Transfer,1,0,0,0,0,1,0,0,1,1.0,Other,Mix
14272,Euthanasia,0,1,0,0,0,1,0,0,1,36.0,BiColor,Mix
14273,Transfer,1,0,0,0,0,0,1,0,1,2.0,BiColor,Mix
14274,Transfer,0,0,1,0,0,1,0,1,0,24.0,BiColor,Mix
14275,Transfer,0,0,1,0,0,1,0,1,0,60.0,BiColor,Mix
14276,Return_to_owner,0,0,0,1,0,0,1,1,0,108.0,BiColor,Mix
14277,Transfer,0,0,0,0,1,1,0,0,1,0.25,Tabby,Mix
14278,Adoption,0,0,0,1,0,0,1,1,0,12.0,Yellow,Mix
14279,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14280,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
14281,Adoption,0,0,1,0,0,1,0,1,0,60.0,Tabby,Mix
14282,Transfer,1,0,0,0,0,0,1,1,0,10.0,BiColor,Mix
14283,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Mix
14284,Adoption,0,0,1,0,0,1,0,0,1,2.0,Tabby,Mix
14285,Adoption,0,0,0,1,0,0,1,1,0,4.0,BiColor,Mix
14286,Adoption,0,0,0,1,0,1,0,1,0,7.0,BiColor,Mix
14287,Transfer,1,0,0,0,0,1,0,1,0,2.0,Calico,Mix
14288,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Hybrid
14289,Transfer,0,0,0,1,0,1,0,1,0,36.0,BiColor,Mix
14290,Adoption,0,0,1,0,0,0,1,1,0,24.0,Brown,Hybrid
14291,Transfer,0,0,0,1,0,0,1,1,0,12.0,BiColor,Purebreed
14292,Adoption,0,0,1,0,0,1,0,1,0,3.0,Tabby,Mix
14293,Transfer,1,0,0,0,0,1,0,0,1,24.0,BiColor,Mix
14294,Transfer,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14295,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Hybrid
14296,Adoption,0,0,0,1,0,0,1,1,0,6.0,BiColor,Mix
14297,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,White,Mix
14298,Return_to_owner,0,0,1,0,0,1,0,1,0,60.0,Tabby,Mix
14299,Transfer,0,1,0,0,0,1,0,0,1,0.25,Tabby,Mix
14300,Adoption,0,0,0,1,0,1,0,1,0,2.0,Torbie,Mix
14301,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
14302,Transfer,0,0,0,1,0,0,1,1,0,72.0,BiColor,Purebreed
14303,Return_to_owner,0,0,0,1,0,1,0,1,0,48.0,Lynx Point,Mix
14304,Transfer,1,0,0,0,0,1,0,0,1,7.0,BiColor,Mix
14305,Transfer,0,1,0,0,0,0,1,0,1,12.0,White,Mix
14306,Euthanasia,1,0,0,0,0,1,0,0,1,12.0,Tortie,Mix
14307,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
14308,Return_to_owner,0,1,0,0,0,0,1,1,0,180.0,BiColor,Mix
14309,Return_to_owner,0,1,0,0,0,0,1,1,0,9.0,BiColor,Mix
14310,Adoption,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
14311,Transfer,0,0,0,0,1,1,0,0,1,0.25,Other,Mix
14312,Transfer,1,0,0,0,0,1,0,0,1,12.0,Other,Mix
14313,Transfer,0,0,1,0,0,1,0,0,1,12.0,Tabby,Mix
14314,Transfer,0,0,0,0,1,0,1,0,1,0.0,BiColor,Mix
14315,Transfer,0,0,1,0,0,0,1,1,0,60.0,BiColor,Purebreed
14316,Transfer,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
14317,Transfer,1,0,0,0,0,1,0,0,1,24.0,Torbie,Mix
14318,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14319,Transfer,1,0,0,0,0,0,1,0,1,0.5,BiColor,Mix
14320,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
14321,Transfer,1,0,0,0,0,0,1,1,0,2.0,White,Purebreed
14322,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
14323,Transfer,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
14324,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,BiColor,Mix
14325,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,Tan,Mix
14326,Return_to_owner,0,0,0,1,0,0,1,1,0,10.0,White,Mix
14327,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
14328,Return_to_owner,0,1,0,0,0,0,1,1,0,12.0,BiColor,Mix
14329,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14330,Adoption,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
14331,Transfer,0,0,0,0,1,1,0,0,1,12.0,Tabby,Mix
14332,Adoption,0,0,0,1,0,0,1,1,0,36.0,Tricolor,Mix
14333,Adoption,0,0,0,1,0,1,0,1,0,1.0,BiColor,Mix
14334,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
14335,Adoption,0,0,0,1,0,1,0,1,0,7.0,Calico,Mix
14336,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
14337,Transfer,0,0,1,0,0,0,1,1,0,12.0,Tricolor,Mix
14338,Adoption,0,0,1,0,0,0,1,1,0,84.0,Tan,Mix
14339,Transfer,0,0,0,0,1,1,0,0,1,3.0,Black,Mix
14340,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14341,Transfer,0,1,0,0,0,0,1,0,1,12.0,BiColor,Hybrid
14342,Euthanasia,0,1,0,0,0,1,0,0,1,4.0,Black,Mix
14343,Adoption,0,0,0,1,0,0,1,0,1,1.0,BiColor,Hybrid
14344,Transfer,0,1,0,0,0,0,1,1,0,0.5,White,Hybrid
14345,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Chocolate,Mix
14346,Adoption,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
14347,Adoption,0,0,0,1,0,0,1,0,1,2.0,Black,Hybrid
14348,Adoption,0,0,0,1,0,0,1,0,1,3.0,BiColor,Mix
14349,Transfer,0,0,1,0,0,1,0,0,1,36.0,Tabby,Mix
14350,Transfer,1,0,0,0,0,1,0,0,1,0.5,BiColor,Mix
14351,Adoption,0,0,1,0,0,1,0,1,0,24.0,Tabby,Mix
14352,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14353,Adoption,0,0,1,0,0,0,1,0,1,5.0,BiColor,Mix
14354,Transfer,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
14355,Adoption,0,0,1,0,0,0,1,1,0,24.0,Tricolor,Mix
14356,Transfer,0,1,0,0,0,1,0,0,1,6.0,Tabby,Mix
14357,Return_to_owner,0,0,1,0,0,1,0,1,0,60.0,BiColor,Mix
14358,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
14359,Transfer,0,0,0,0,1,1,0,0,1,1.0,Tabby,Mix
14360,Transfer,0,1,0,0,0,1,0,0,1,0.0,Tabby,Mix
14361,Transfer,0,0,1,0,0,1,0,1,0,24.0,BiColor,Mix
14362,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
14363,Adoption,0,1,0,0,0,1,0,1,0,2.0,BiColor,Mix
14364,Return_to_owner,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
14365,Transfer,1,0,0,0,0,1,0,1,0,2.0,Tabby,Mix
14366,Adoption,0,1,0,0,0,1,0,1,0,3.0,BiColor,Mix
14367,Return_to_owner,1,0,0,0,0,0,1,1,0,11.0,BiColor,Purebreed
14368,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
14369,Adoption,0,0,0,1,0,1,0,0,1,3.0,Tabby,Mix
14370,Return_to_owner,0,0,0,1,0,0,1,1,0,168.0,BiColor,Mix
14371,Transfer,0,1,0,0,0,1,0,0,1,5.0,BiColor,Mix
14372,Transfer,1,0,0,0,0,0,1,1,0,3.0,Black,Hybrid
14373,Adoption,0,0,0,1,0,0,1,1,0,12.0,Black,Mix
14374,Transfer,0,0,1,0,0,0,1,1,0,10.0,BiColor,Hybrid
14375,Adoption,0,1,0,0,0,1,0,1,0,2.0,Tabby,Mix
14376,Transfer,0,0,0,1,0,0,1,1,0,168.0,BiColor,Mix
14377,Euthanasia,0,1,0,0,0,1,0,0,1,1.0,White,Mix
14378,Return_to_owner,0,0,1,0,0,1,0,1,0,60.0,BiColor,Mix
14379,Return_to_owner,1,0,0,0,0,0,1,1,0,36.0,BiColor,Mix
14380,Adoption,0,0,0,1,0,1,0,1,0,3.0,Tabby,Purebreed
14381,Return_to_owner,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
14382,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14383,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14384,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14385,Adoption,0,1,0,0,0,1,0,1,0,2.0,Tabby,Mix
14386,Transfer,1,0,0,0,0,0,1,0,1,24.0,Tricolor,Hybrid
14387,Return_to_owner,1,0,0,0,0,0,1,1,0,24.0,BiColor,Mix
14388,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14389,Euthanasia,0,0,1,0,0,0,1,1,0,60.0,BiColor,Hybrid
14390,Return_to_owner,0,0,1,0,0,0,1,1,0,108.0,Black,Mix
14391,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14392,Adoption,0,0,1,0,0,0,1,1,0,12.0,Black,Mix
14393,Transfer,0,0,0,0,1,1,0,0,1,0.5,Tabby,Mix
14394,Return_to_owner,1,0,0,0,0,0,1,1,0,72.0,BiColor,Mix
14395,Adoption,0,0,0,1,0,1,0,1,0,8.0,Tabby,Mix
14396,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14397,Adoption,0,0,0,1,0,0,1,1,0,3.0,Tricolor,Mix
14398,Transfer,1,0,0,0,0,1,0,0,1,4.0,Tortie,Mix
14399,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,BiColor,Hybrid
14400,Adoption,0,0,0,1,0,1,0,1,0,3.0,Tortie,Mix
14401,Transfer,0,1,0,0,0,0,1,1,0,9.0,BiColor,Mix
14402,Transfer,0,1,0,0,0,1,0,0,1,3.0,Tabby,Mix
14403,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
14404,Adoption,0,0,1,0,0,0,1,1,0,96.0,BiColor,Mix
14405,Transfer,1,0,0,0,0,0,1,1,0,24.0,Brown,Purebreed
14406,Transfer,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
14407,Euthanasia,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
14408,Return_to_owner,1,0,0,0,0,0,1,1,0,108.0,BiColor,Mix
14409,Transfer,0,0,0,0,1,1,0,0,1,24.0,BiColor,Mix
14410,Adoption,0,0,1,0,0,1,0,0,1,1.0,Tabby,Mix
14411,Euthanasia,1,0,0,0,0,0,1,0,1,60.0,BiColor,Mix
14412,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14413,Return_to_owner,0,0,1,0,0,0,1,1,0,108.0,White,Purebreed
14414,Adoption,0,0,0,1,0,0,1,1,0,24.0,Brown,Mix
14415,Return_to_owner,1,0,0,0,0,0,1,1,0,12.0,BiColor,Mix
14416,Transfer,0,0,0,1,0,0,1,1,0,6.0,BiColor,Mix
14417,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
14418,Adoption,0,0,0,1,0,1,0,1,0,12.0,Blue,Mix
14419,Adoption,0,0,1,0,0,1,0,1,0,156.0,BiColor,Mix
14420,Return_to_owner,0,0,0,1,0,1,0,0,1,12.0,BiColor,Mix
14421,Euthanasia,0,0,1,0,0,1,0,1,0,108.0,BiColor,Mix
14422,Transfer,0,1,0,0,0,1,0,0,1,0.5,BiColor,Mix
14423,Transfer,0,0,0,1,0,0,1,1,0,12.0,Tan,Mix
14424,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
14425,Transfer,1,0,0,0,0,1,0,0,1,10.0,Tortie,Mix
14426,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
14427,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
14428,Return_to_owner,0,0,1,0,0,1,0,1,0,108.0,BiColor,Mix
14429,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,BiColor,Mix
14430,Transfer,1,0,0,0,0,1,0,0,1,1.0,Tortie,Mix
